image_name,piece_0_0,piece_0_1,piece_0_2,piece_0_3,piece_0_4,piece_1_0,piece_1_1,piece_1_2,piece_1_3,piece_1_4,piece_2_0,piece_2_1,piece_2_2,piece_2_3,piece_2_4,piece_3_0,piece_3_1,piece_3_2,piece_3_3,piece_3_4,piece_4_0,piece_4_1,piece_4_2,piece_4_3,piece_4_4
4077.jpg,"(1, 0)","(0, 0)","(0, 1)","(3, 1)","(4, 3)","(0, 0)","(0, 4)","(3, 3)","(1, 1)","(3, 0)","(0, 0)","(0, 4)","(3, 3)","(1, 1)","(3, 0)","(2, 3)","(2, 1)","(2, 2)","(0, 0)","(4, 2)","(0, 3)","(4, 4)","(4, 1)","(1, 3)","(1, 2)"
4078.jpg,"(4, 3)","(2, 3)","(0, 2)","(2, 2)","(3, 1)","(4, 0)","(1, 3)","(2, 4)","(3, 2)","(1, 4)","(4, 0)","(1, 3)","(2, 4)","(3, 2)","(1, 4)","(3, 3)","(1, 1)","(1, 0)","(4, 1)","(0, 3)","(0, 4)","(3, 0)","(4, 2)","(0, 0)","(1, 2)"
4079.jpg,"(2, 2)","(0, 0)","(1, 0)","(0, 4)","(0, 0)","(2, 3)","(0, 3)","(1, 2)","(4, 3)","(3, 0)","(2, 3)","(0, 3)","(1, 2)","(4, 3)","(3, 0)","(0, 2)","(2, 1)","(0, 0)","(4, 2)","(1, 1)","(4, 0)","(0, 1)","(1, 3)","(3, 2)","(3, 1)"
4080.jpg,"(4, 0)","(1, 4)","(3, 1)","(2, 2)","(0, 0)","(2, 4)","(0, 2)","(4, 3)","(3, 2)","(1, 3)","(2, 4)","(0, 2)","(4, 3)","(3, 2)","(1, 3)","(3, 3)","(4, 1)","(1, 0)","(0, 3)","(4, 4)","(2, 3)","(2, 1)","(1, 2)","(0, 1)","(0, 0)"
4081.jpg,"(0, 0)","(3, 1)","(4, 2)","(0, 1)","(0, 4)","(1, 2)","(3, 2)","(3, 0)","(3, 3)","(2, 3)","(1, 2)","(3, 2)","(3, 0)","(3, 3)","(2, 3)","(2, 4)","(2, 0)","(1, 3)","(4, 4)","(3, 4)","(1, 1)","(0, 2)","(0, 0)","(0, 0)","(2, 1)"
4082.jpg,"(2, 2)","(1, 3)","(4, 4)","(0, 3)","(2, 4)","(2, 0)","(1, 2)","(4, 4)","(0, 0)","(2, 3)","(2, 0)","(1, 2)","(4, 4)","(0, 0)","(2, 3)","(0, 2)","(3, 2)","(0, 1)","(1, 4)","(3, 3)","(1, 1)","(1, 0)","(3, 4)","(4, 2)","(4, 3)"
4083.jpg,"(0, 0)","(0, 0)","(0, 3)","(2, 2)","(4, 2)","(4, 0)","(3, 2)","(1, 1)","(1, 3)","(2, 3)","(4, 0)","(3, 2)","(1, 1)","(1, 3)","(2, 3)","(3, 4)","(3, 1)","(0, 4)","(0, 1)","(0, 2)","(4, 3)","(2, 1)","(1, 2)","(2, 0)","(3, 3)"
4084.jpg,"(0, 2)","(2, 3)","(0, 0)","(1, 0)","(1, 3)","(0, 0)","(0, 4)","(1, 0)","(1, 4)","(2, 0)","(0, 0)","(0, 4)","(1, 0)","(1, 4)","(2, 0)","(2, 2)","(4, 0)","(4, 1)","(1, 2)","(0, 0)","(2, 1)","(3, 2)","(1, 1)","(3, 1)","(4, 4)"
4085.jpg,"(3, 4)","(3, 0)","(0, 4)","(2, 1)","(0, 3)","(0, 0)","(3, 0)","(4, 4)","(2, 2)","(1, 4)","(0, 0)","(3, 0)","(4, 4)","(2, 2)","(1, 4)","(3, 2)","(0, 4)","(3, 1)","(1, 2)","(2, 3)","(1, 3)","(4, 1)","(2, 4)","(4, 3)","(1, 1)"
4086.jpg,"(4, 0)","(2, 3)","(1, 1)","(4, 4)","(0, 3)","(0, 0)","(1, 4)","(1, 4)","(4, 1)","(1, 2)","(0, 0)","(1, 4)","(1, 4)","(4, 1)","(1, 2)","(3, 1)","(3, 2)","(2, 4)","(1, 3)","(2, 2)","(0, 2)","(3, 4)","(0, 0)","(0, 0)","(0, 1)"
4087.jpg,"(1, 2)","(3, 3)","(0, 3)","(3, 2)","(1, 0)","(4, 3)","(2, 2)","(0, 2)","(0, 0)","(3, 1)","(4, 3)","(2, 2)","(0, 2)","(0, 0)","(3, 1)","(0, 4)","(0, 1)","(4, 1)","(4, 0)","(4, 4)","(2, 4)","(2, 0)","(0, 0)","(4, 2)","(2, 3)"
4088.jpg,"(1, 4)","(2, 4)","(4, 3)","(0, 0)","(0, 0)","(2, 1)","(0, 1)","(4, 0)","(1, 0)","(3, 2)","(2, 1)","(0, 1)","(4, 0)","(1, 0)","(3, 2)","(0, 3)","(1, 1)","(3, 3)","(1, 3)","(2, 3)","(3, 1)","(4, 2)","(4, 1)","(0, 4)","(2, 2)"
4089.jpg,"(0, 2)","(2, 4)","(4, 2)","(3, 2)","(0, 0)","(1, 2)","(4, 3)","(0, 0)","(1, 1)","(4, 1)","(1, 2)","(4, 3)","(0, 0)","(1, 1)","(4, 1)","(2, 0)","(0, 0)","(3, 3)","(0, 1)","(2, 2)","(4, 0)","(0, 3)","(0, 0)","(2, 1)","(4, 4)"
4090.jpg,"(0, 4)","(2, 4)","(0, 3)","(3, 1)","(3, 4)","(2, 2)","(3, 3)","(2, 3)","(1, 1)","(4, 3)","(2, 2)","(3, 3)","(2, 3)","(1, 1)","(4, 3)","(0, 0)","(1, 3)","(3, 2)","(0, 1)","(2, 0)","(2, 1)","(1, 2)","(0, 2)","(1, 0)","(4, 2)"
4091.jpg,"(4, 2)","(0, 0)","(4, 0)","(2, 0)","(2, 4)","(0, 1)","(2, 3)","(4, 1)","(4, 3)","(0, 0)","(0, 1)","(2, 3)","(4, 1)","(4, 3)","(0, 0)","(1, 4)","(3, 1)","(1, 3)","(0, 2)","(1, 0)","(3, 2)","(1, 2)","(4, 4)","(3, 3)","(1, 1)"
4092.jpg,"(2, 2)","(4, 3)","(3, 2)","(0, 0)","(4, 4)","(2, 1)","(1, 3)","(4, 0)","(3, 1)","(1, 0)","(2, 1)","(1, 3)","(4, 0)","(3, 1)","(1, 0)","(3, 3)","(0, 0)","(2, 3)","(2, 0)","(1, 1)","(4, 1)","(1, 2)","(0, 2)","(0, 3)","(4, 2)"
4093.jpg,"(0, 4)","(2, 2)","(4, 3)","(0, 0)","(3, 2)","(1, 3)","(0, 0)","(2, 4)","(0, 0)","(3, 3)","(1, 3)","(0, 0)","(2, 4)","(0, 0)","(3, 3)","(2, 1)","(1, 4)","(0, 0)","(4, 2)","(1, 2)","(0, 2)","(3, 4)","(2, 3)","(0, 1)","(1, 1)"
4094.jpg,"(0, 1)","(3, 2)","(0, 0)","(0, 0)","(2, 2)","(2, 0)","(2, 1)","(4, 1)","(3, 1)","(3, 0)","(2, 0)","(2, 1)","(4, 1)","(3, 1)","(3, 0)","(1, 0)","(4, 3)","(4, 0)","(2, 3)","(0, 3)","(0, 2)","(1, 2)","(4, 2)","(0, 4)","(3, 3)"
4095.jpg,"(3, 1)","(2, 2)","(3, 3)","(2, 3)","(2, 0)","(0, 1)","(1, 3)","(4, 2)","(3, 2)","(1, 4)","(0, 1)","(1, 3)","(4, 2)","(3, 2)","(1, 4)","(0, 2)","(4, 1)","(1, 0)","(0, 0)","(3, 0)","(0, 4)","(4, 0)","(0, 3)","(2, 4)","(0, 0)"
4096.jpg,"(0, 0)","(2, 1)","(0, 0)","(2, 4)","(4, 0)","(2, 2)","(3, 2)","(3, 3)","(1, 3)","(4, 1)","(2, 2)","(3, 2)","(3, 3)","(1, 3)","(4, 1)","(4, 2)","(0, 0)","(1, 2)","(0, 4)","(2, 0)","(1, 1)","(4, 3)","(4, 4)","(0, 2)","(0, 1)"
4097.jpg,"(2, 1)","(3, 2)","(2, 2)","(0, 0)","(2, 0)","(4, 0)","(0, 0)","(4, 4)","(1, 0)","(3, 4)","(4, 0)","(0, 0)","(4, 4)","(1, 0)","(3, 4)","(0, 1)","(3, 3)","(1, 4)","(3, 1)","(4, 2)","(3, 0)","(0, 2)","(4, 1)","(2, 3)","(0, 3)"
4098.jpg,"(4, 3)","(2, 4)","(3, 4)","(1, 3)","(3, 1)","(0, 1)","(2, 0)","(4, 0)","(1, 4)","(0, 2)","(0, 1)","(2, 0)","(4, 0)","(1, 4)","(0, 2)","(0, 3)","(4, 2)","(0, 4)","(1, 2)","(2, 3)","(1, 1)","(3, 2)","(2, 2)","(3, 3)","(1, 0)"
4099.jpg,"(3, 3)","(3, 4)","(0, 0)","(4, 3)","(1, 2)","(3, 2)","(0, 0)","(2, 2)","(4, 0)","(0, 0)","(3, 2)","(0, 0)","(2, 2)","(4, 0)","(0, 0)","(4, 2)","(2, 4)","(2, 0)","(4, 4)","(0, 1)","(3, 1)","(0, 3)","(1, 3)","(1, 1)","(2, 1)"
4100.jpg,"(0, 4)","(3, 3)","(4, 3)","(4, 1)","(1, 1)","(0, 1)","(1, 4)","(4, 4)","(4, 2)","(2, 0)","(0, 1)","(1, 4)","(4, 4)","(4, 2)","(2, 0)","(4, 4)","(2, 2)","(3, 1)","(1, 2)","(2, 4)","(1, 0)","(0, 0)","(2, 3)","(4, 0)","(0, 3)"
4101.jpg,"(2, 0)","(1, 4)","(0, 1)","(1, 1)","(4, 4)","(3, 1)","(4, 1)","(2, 2)","(0, 4)","(0, 0)","(3, 1)","(4, 1)","(2, 2)","(0, 4)","(0, 0)","(0, 0)","(2, 4)","(1, 3)","(2, 1)","(3, 0)","(4, 2)","(0, 3)","(3, 3)","(4, 3)","(3, 2)"
4102.jpg,"(3, 1)","(0, 0)","(0, 2)","(0, 0)","(1, 0)","(2, 4)","(0, 3)","(2, 0)","(2, 1)","(0, 4)","(2, 4)","(0, 3)","(2, 0)","(2, 1)","(0, 4)","(3, 2)","(1, 4)","(3, 4)","(1, 3)","(0, 1)","(0, 0)","(2, 2)","(2, 3)","(1, 1)","(4, 3)"
4103.jpg,"(3, 1)","(1, 3)","(2, 2)","(0, 4)","(3, 2)","(1, 0)","(4, 1)","(1, 2)","(2, 4)","(4, 2)","(1, 0)","(4, 1)","(1, 2)","(2, 4)","(4, 2)","(3, 4)","(0, 0)","(0, 1)","(2, 3)","(2, 4)","(1, 0)","(4, 3)","(1, 4)","(0, 2)","(1, 1)"
4104.jpg,"(0, 2)","(3, 2)","(2, 3)","(1, 3)","(2, 0)","(0, 0)","(0, 1)","(0, 0)","(1, 4)","(4, 3)","(0, 0)","(0, 1)","(0, 0)","(1, 4)","(4, 3)","(1, 0)","(0, 3)","(3, 3)","(1, 1)","(0, 4)","(3, 4)","(2, 1)","(2, 2)","(0, 0)","(2, 4)"
4105.jpg,"(1, 0)","(1, 3)","(3, 0)","(1, 2)","(2, 3)","(0, 2)","(1, 4)","(0, 0)","(0, 1)","(1, 1)","(0, 2)","(1, 4)","(0, 0)","(0, 1)","(1, 1)","(0, 4)","(2, 1)","(2, 2)","(3, 1)","(0, 3)","(2, 0)","(2, 4)","(4, 1)","(4, 0)","(1, 4)"
4106.jpg,"(1, 1)","(0, 0)","(2, 1)","(2, 0)","(4, 2)","(3, 2)","(4, 4)","(1, 0)","(0, 2)","(1, 2)","(3, 2)","(4, 4)","(1, 0)","(0, 2)","(1, 2)","(1, 4)","(0, 3)","(2, 2)","(3, 0)","(0, 0)","(2, 3)","(4, 0)","(0, 0)","(4, 3)","(0, 0)"
4107.jpg,"(2, 0)","(2, 2)","(0, 0)","(1, 0)","(1, 1)","(0, 0)","(3, 0)","(0, 2)","(4, 3)","(2, 1)","(0, 0)","(3, 0)","(0, 2)","(4, 3)","(2, 1)","(1, 3)","(0, 3)","(3, 3)","(4, 2)","(3, 1)","(3, 2)","(1, 2)","(4, 4)","(4, 1)","(0, 1)"
4108.jpg,"(2, 2)","(2, 4)","(0, 4)","(3, 3)","(0, 1)","(4, 3)","(3, 0)","(2, 4)","(4, 1)","(1, 2)","(4, 3)","(3, 0)","(2, 4)","(4, 1)","(1, 2)","(1, 0)","(0, 3)","(2, 4)","(1, 4)","(1, 3)","(0, 2)","(3, 2)","(2, 1)","(0, 0)","(0, 0)"
4109.jpg,"(0, 2)","(0, 0)","(4, 3)","(2, 2)","(0, 3)","(1, 0)","(2, 1)","(1, 1)","(4, 0)","(1, 2)","(1, 0)","(2, 1)","(1, 1)","(4, 0)","(1, 2)","(1, 4)","(4, 1)","(0, 1)","(3, 0)","(1, 3)","(4, 4)","(3, 2)","(2, 0)","(3, 1)","(3, 3)"
4110.jpg,"(1, 3)","(1, 2)","(3, 1)","(1, 4)","(4, 0)","(2, 4)","(4, 1)","(4, 2)","(2, 2)","(3, 3)","(2, 4)","(4, 1)","(4, 2)","(2, 2)","(3, 3)","(0, 3)","(2, 3)","(4, 3)","(1, 0)","(0, 4)","(0, 1)","(0, 2)","(4, 4)","(3, 0)","(2, 0)"
4111.jpg,"(2, 0)","(2, 3)","(3, 1)","(4, 1)","(2, 1)","(1, 3)","(1, 4)","(2, 4)","(0, 1)","(0, 0)","(1, 3)","(1, 4)","(2, 4)","(0, 1)","(0, 0)","(0, 3)","(0, 0)","(3, 0)","(1, 2)","(2, 2)","(4, 2)","(3, 3)","(0, 2)","(3, 2)","(1, 1)"
4112.jpg,"(1, 2)","(0, 4)","(1, 4)","(4, 3)","(0, 1)","(3, 2)","(1, 3)","(2, 4)","(2, 0)","(2, 3)","(3, 2)","(1, 3)","(2, 4)","(2, 0)","(2, 3)","(4, 4)","(3, 3)","(4, 0)","(0, 0)","(4, 2)","(2, 2)","(4, 1)","(2, 4)","(1, 1)","(0, 2)"
4113.jpg,"(2, 3)","(1, 0)","(1, 2)","(3, 2)","(3, 4)","(2, 0)","(3, 0)","(1, 1)","(4, 1)","(4, 3)","(2, 0)","(3, 0)","(1, 1)","(4, 1)","(4, 3)","(2, 2)","(0, 3)","(3, 3)","(3, 1)","(1, 4)","(4, 4)","(2, 1)","(1, 3)","(4, 2)","(0, 2)"
4114.jpg,"(1, 3)","(2, 0)","(0, 2)","(2, 1)","(0, 0)","(4, 2)","(0, 0)","(2, 2)","(4, 3)","(3, 4)","(4, 2)","(0, 0)","(2, 2)","(4, 3)","(3, 4)","(1, 4)","(1, 2)","(2, 3)","(1, 4)","(0, 0)","(1, 0)","(4, 4)","(3, 1)","(2, 4)","(0, 1)"
4115.jpg,"(4, 2)","(4, 1)","(2, 2)","(2, 4)","(3, 4)","(0, 0)","(0, 3)","(1, 1)","(3, 2)","(1, 4)","(0, 0)","(0, 3)","(1, 1)","(3, 2)","(1, 4)","(0, 1)","(4, 3)","(2, 3)","(4, 4)","(0, 4)","(0, 0)","(2, 0)","(1, 3)","(0, 2)","(4, 0)"
4116.jpg,"(0, 4)","(3, 4)","(1, 1)","(0, 3)","(2, 0)","(4, 1)","(1, 4)","(4, 4)","(2, 3)","(0, 2)","(4, 1)","(1, 4)","(4, 4)","(2, 3)","(0, 2)","(4, 0)","(3, 2)","(1, 2)","(2, 1)","(4, 3)","(3, 3)","(2, 4)","(1, 0)","(2, 0)","(0, 1)"
4117.jpg,"(0, 2)","(4, 4)","(1, 0)","(0, 0)","(0, 1)","(1, 2)","(4, 0)","(0, 4)","(0, 0)","(4, 2)","(1, 2)","(4, 0)","(0, 4)","(0, 0)","(4, 2)","(2, 1)","(4, 1)","(3, 0)","(4, 3)","(0, 3)","(2, 2)","(2, 3)","(3, 1)","(2, 0)","(1, 3)"
4118.jpg,"(2, 0)","(2, 3)","(0, 0)","(2, 2)","(0, 2)","(1, 1)","(4, 2)","(1, 0)","(4, 3)","(3, 1)","(1, 1)","(4, 2)","(1, 0)","(4, 3)","(3, 1)","(3, 4)","(1, 4)","(4, 4)","(4, 0)","(3, 0)","(2, 1)","(3, 3)","(1, 3)","(0, 3)","(0, 1)"
4119.jpg,"(4, 3)","(4, 2)","(2, 0)","(0, 2)","(0, 3)","(3, 1)","(1, 1)","(0, 0)","(2, 2)","(1, 3)","(3, 1)","(1, 1)","(0, 0)","(2, 2)","(1, 3)","(2, 1)","(3, 0)","(2, 4)","(3, 2)","(2, 3)","(3, 0)","(3, 3)","(1, 4)","(4, 1)","(1, 2)"
4120.jpg,"(4, 1)","(4, 2)","(1, 1)","(0, 0)","(2, 4)","(1, 0)","(3, 4)","(1, 3)","(0, 2)","(1, 2)","(1, 0)","(3, 4)","(1, 3)","(0, 2)","(1, 2)","(3, 1)","(0, 3)","(0, 0)","(2, 2)","(0, 4)","(2, 1)","(1, 4)","(0, 0)","(1, 0)","(0, 1)"
4121.jpg,"(3, 4)","(1, 0)","(0, 0)","(3, 4)","(4, 2)","(2, 4)","(0, 2)","(3, 0)","(2, 3)","(0, 4)","(2, 4)","(0, 2)","(3, 0)","(2, 3)","(0, 4)","(4, 1)","(2, 1)","(4, 0)","(2, 2)","(0, 3)","(1, 3)","(1, 4)","(3, 2)","(0, 0)","(2, 0)"
4122.jpg,"(2, 2)","(0, 0)","(0, 2)","(4, 4)","(0, 0)","(2, 3)","(4, 0)","(3, 3)","(3, 4)","(1, 2)","(2, 3)","(4, 0)","(3, 3)","(3, 4)","(1, 2)","(1, 0)","(0, 3)","(0, 1)","(3, 1)","(2, 1)","(1, 1)","(1, 4)","(0, 0)","(4, 2)","(0, 4)"
4123.jpg,"(0, 1)","(3, 2)","(1, 1)","(0, 4)","(2, 0)","(2, 2)","(0, 2)","(0, 3)","(4, 3)","(4, 0)","(2, 2)","(0, 2)","(0, 3)","(4, 3)","(4, 0)","(2, 3)","(3, 3)","(3, 4)","(1, 3)","(0, 0)","(0, 0)","(1, 0)","(1, 2)","(4, 1)","(3, 1)"
4124.jpg,"(0, 0)","(0, 2)","(2, 1)","(3, 4)","(2, 3)","(0, 0)","(3, 1)","(1, 3)","(0, 0)","(2, 4)","(0, 0)","(3, 1)","(1, 3)","(0, 0)","(2, 4)","(4, 4)","(2, 2)","(0, 1)","(0, 4)","(1, 1)","(2, 0)","(1, 2)","(0, 3)","(4, 3)","(4, 2)"
4125.jpg,"(1, 1)","(1, 4)","(1, 0)","(0, 4)","(2, 3)","(1, 2)","(2, 2)","(3, 3)","(0, 0)","(2, 1)","(1, 2)","(2, 2)","(3, 3)","(0, 0)","(2, 1)","(0, 3)","(0, 1)","(0, 4)","(2, 4)","(1, 3)","(3, 2)","(0, 0)","(4, 0)","(3, 1)","(4, 2)"
4126.jpg,"(3, 1)","(2, 1)","(0, 3)","(4, 2)","(0, 2)","(2, 2)","(3, 3)","(0, 0)","(4, 4)","(2, 3)","(2, 2)","(3, 3)","(0, 0)","(4, 4)","(2, 3)","(1, 4)","(4, 1)","(4, 3)","(0, 0)","(0, 0)","(2, 0)","(1, 2)","(2, 4)","(1, 0)","(3, 2)"
4127.jpg,"(0, 0)","(1, 0)","(4, 2)","(0, 0)","(2, 4)","(2, 1)","(0, 4)","(1, 1)","(3, 4)","(4, 4)","(2, 1)","(0, 4)","(1, 1)","(3, 4)","(4, 4)","(4, 1)","(0, 3)","(3, 2)","(3, 3)","(2, 2)","(0, 0)","(3, 1)","(2, 3)","(1, 4)","(4, 4)"
4128.jpg,"(4, 4)","(2, 2)","(4, 1)","(3, 0)","(3, 2)","(1, 2)","(2, 4)","(0, 0)","(3, 3)","(0, 4)","(1, 2)","(2, 4)","(0, 0)","(3, 3)","(0, 4)","(1, 4)","(1, 3)","(2, 3)","(3, 1)","(2, 1)","(4, 3)","(0, 3)","(1, 1)","(4, 0)","(4, 2)"
4129.jpg,"(3, 1)","(1, 2)","(0, 2)","(1, 3)","(0, 0)","(0, 0)","(0, 4)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 4)","(0, 1)","(0, 0)","(0, 0)","(4, 1)","(2, 2)","(2, 4)","(3, 2)","(0, 0)","(1, 1)","(3, 3)","(4, 3)","(0, 0)","(2, 1)"
4130.jpg,"(2, 1)","(0, 1)","(3, 0)","(1, 4)","(4, 1)","(3, 1)","(3, 2)","(1, 1)","(0, 0)","(4, 0)","(3, 1)","(3, 2)","(1, 1)","(0, 0)","(4, 0)","(0, 0)","(1, 3)","(4, 2)","(4, 3)","(0, 2)","(0, 3)","(2, 4)","(3, 3)","(2, 0)","(4, 4)"
4131.jpg,"(1, 1)","(2, 3)","(0, 3)","(2, 4)","(0, 0)","(0, 4)","(0, 0)","(1, 2)","(0, 0)","(0, 0)","(0, 4)","(0, 0)","(1, 2)","(0, 0)","(0, 0)","(3, 2)","(1, 4)","(2, 4)","(2, 1)","(4, 4)","(0, 1)","(4, 2)","(2, 2)","(2, 4)","(0, 2)"
4132.jpg,"(3, 4)","(2, 3)","(3, 1)","(2, 1)","(1, 2)","(3, 3)","(2, 2)","(4, 0)","(3, 2)","(0, 0)","(3, 3)","(2, 2)","(4, 0)","(3, 2)","(0, 0)","(4, 4)","(1, 1)","(2, 4)","(4, 1)","(1, 4)","(0, 4)","(1, 0)","(0, 3)","(3, 0)","(1, 3)"
4133.jpg,"(0, 3)","(1, 1)","(2, 4)","(0, 0)","(1, 0)","(1, 2)","(2, 3)","(4, 0)","(0, 0)","(4, 3)","(1, 2)","(2, 3)","(4, 0)","(0, 0)","(4, 3)","(3, 0)","(3, 3)","(3, 2)","(3, 1)","(4, 4)","(2, 2)","(1, 4)","(4, 2)","(2, 0)","(0, 2)"
4134.jpg,"(4, 0)","(4, 1)","(2, 4)","(4, 4)","(1, 0)","(3, 3)","(1, 2)","(0, 2)","(4, 3)","(3, 2)","(3, 3)","(1, 2)","(0, 2)","(4, 3)","(3, 2)","(0, 0)","(1, 4)","(0, 0)","(3, 1)","(3, 4)","(4, 2)","(0, 4)","(0, 3)","(2, 3)","(2, 1)"
4135.jpg,"(3, 1)","(0, 4)","(4, 3)","(4, 1)","(3, 3)","(1, 3)","(2, 4)","(2, 2)","(0, 3)","(4, 2)","(1, 3)","(2, 4)","(2, 2)","(0, 3)","(4, 2)","(3, 4)","(2, 1)","(1, 2)","(2, 3)","(0, 0)","(3, 2)","(4, 0)","(1, 0)","(1, 4)","(0, 1)"
4136.jpg,"(2, 2)","(0, 4)","(1, 3)","(4, 1)","(0, 1)","(1, 4)","(1, 2)","(3, 4)","(4, 0)","(0, 2)","(1, 4)","(1, 2)","(3, 4)","(4, 0)","(0, 2)","(4, 3)","(0, 3)","(2, 3)","(3, 2)","(1, 1)","(1, 0)","(4, 4)","(3, 0)","(3, 3)","(2, 4)"
4137.jpg,"(1, 2)","(0, 3)","(0, 4)","(0, 0)","(0, 0)","(3, 1)","(2, 0)","(1, 3)","(0, 1)","(2, 3)","(3, 1)","(2, 0)","(1, 3)","(0, 1)","(2, 3)","(0, 0)","(1, 1)","(2, 2)","(1, 4)","(4, 4)","(4, 0)","(4, 2)","(4, 3)","(4, 1)","(0, 2)"
4138.jpg,"(2, 0)","(1, 3)","(2, 3)","(0, 0)","(0, 4)","(0, 2)","(1, 2)","(3, 2)","(4, 1)","(1, 1)","(0, 2)","(1, 2)","(3, 2)","(4, 1)","(1, 1)","(2, 4)","(1, 0)","(1, 0)","(2, 2)","(4, 0)","(3, 3)","(2, 4)","(1, 4)","(0, 1)","(0, 3)"
4139.jpg,"(3, 1)","(1, 2)","(4, 4)","(1, 3)","(0, 4)","(0, 2)","(4, 2)","(1, 1)","(2, 1)","(1, 0)","(0, 2)","(4, 2)","(1, 1)","(2, 1)","(1, 0)","(3, 3)","(4, 0)","(0, 1)","(0, 3)","(0, 0)","(4, 1)","(1, 4)","(2, 3)","(2, 0)","(1, 0)"
4140.jpg,"(2, 2)","(3, 0)","(3, 4)","(0, 1)","(1, 1)","(1, 4)","(4, 3)","(2, 0)","(4, 0)","(0, 4)","(1, 4)","(4, 3)","(2, 0)","(4, 0)","(0, 4)","(4, 1)","(0, 0)","(3, 3)","(2, 4)","(1, 3)","(0, 4)","(3, 1)","(0, 2)","(3, 2)","(0, 3)"
4141.jpg,"(1, 2)","(3, 1)","(0, 1)","(0, 3)","(3, 0)","(2, 2)","(3, 4)","(2, 1)","(3, 2)","(4, 4)","(2, 2)","(3, 4)","(2, 1)","(3, 2)","(4, 4)","(1, 4)","(2, 3)","(4, 1)","(4, 2)","(4, 3)","(2, 4)","(0, 2)","(1, 1)","(0, 0)","(3, 3)"
4142.jpg,"(2, 0)","(2, 3)","(4, 1)","(2, 2)","(0, 3)","(3, 2)","(4, 3)","(0, 1)","(4, 2)","(3, 4)","(3, 2)","(4, 3)","(0, 1)","(4, 2)","(3, 4)","(1, 4)","(1, 1)","(0, 2)","(2, 1)","(3, 4)","(3, 0)","(0, 0)","(1, 3)","(0, 0)","(1, 2)"
4143.jpg,"(2, 1)","(0, 0)","(3, 0)","(2, 4)","(3, 2)","(4, 1)","(3, 1)","(0, 2)","(0, 1)","(1, 3)","(4, 1)","(3, 1)","(0, 2)","(0, 1)","(1, 3)","(0, 0)","(0, 0)","(1, 1)","(4, 4)","(3, 3)","(2, 2)","(0, 0)","(2, 3)","(2, 0)","(4, 0)"
4144.jpg,"(3, 3)","(4, 1)","(2, 4)","(1, 1)","(0, 0)","(0, 0)","(3, 1)","(4, 4)","(1, 0)","(0, 1)","(0, 0)","(3, 1)","(4, 4)","(1, 0)","(0, 1)","(3, 2)","(0, 2)","(0, 0)","(3, 0)","(0, 3)","(1, 3)","(4, 3)","(1, 2)","(2, 1)","(2, 2)"
4145.jpg,"(3, 1)","(2, 2)","(2, 1)","(1, 2)","(1, 1)","(1, 4)","(2, 4)","(0, 1)","(4, 3)","(3, 2)","(1, 4)","(2, 4)","(0, 1)","(4, 3)","(3, 2)","(4, 1)","(0, 0)","(0, 4)","(1, 3)","(4, 2)","(0, 0)","(4, 0)","(3, 3)","(0, 3)","(4, 4)"
4146.jpg,"(4, 2)","(3, 0)","(4, 0)","(1, 0)","(3, 1)","(2, 3)","(1, 4)","(0, 3)","(0, 0)","(3, 2)","(2, 3)","(1, 4)","(0, 3)","(0, 0)","(3, 2)","(2, 4)","(2, 2)","(2, 1)","(4, 1)","(1, 2)","(4, 3)","(3, 4)","(3, 3)","(0, 2)","(1, 3)"
4147.jpg,"(0, 0)","(3, 1)","(4, 2)","(0, 0)","(0, 2)","(4, 4)","(1, 1)","(1, 2)","(2, 2)","(4, 1)","(4, 4)","(1, 1)","(1, 2)","(2, 2)","(4, 1)","(3, 2)","(4, 3)","(1, 3)","(2, 0)","(2, 1)","(3, 3)","(4, 4)","(0, 1)","(2, 3)","(1, 0)"
4148.jpg,"(0, 3)","(0, 1)","(4, 4)","(1, 3)","(0, 2)","(1, 4)","(3, 0)","(4, 2)","(3, 2)","(3, 3)","(1, 4)","(3, 0)","(4, 2)","(3, 2)","(3, 3)","(0, 0)","(2, 2)","(1, 2)","(3, 4)","(4, 1)","(0, 0)","(3, 1)","(0, 0)","(2, 4)","(0, 4)"
4149.jpg,"(0, 0)","(3, 2)","(1, 1)","(0, 4)","(0, 0)","(2, 4)","(1, 3)","(0, 4)","(0, 1)","(3, 1)","(2, 4)","(1, 3)","(0, 4)","(0, 1)","(3, 1)","(0, 0)","(0, 0)","(2, 3)","(2, 2)","(4, 4)","(1, 2)","(0, 2)","(4, 2)","(1, 4)","(0, 4)"
4150.jpg,"(0, 2)","(0, 3)","(3, 1)","(1, 3)","(4, 2)","(1, 1)","(0, 1)","(4, 4)","(4, 1)","(2, 3)","(1, 1)","(0, 1)","(4, 4)","(4, 1)","(2, 3)","(1, 0)","(4, 0)","(3, 2)","(0, 0)","(2, 1)","(0, 0)","(0, 0)","(4, 3)","(3, 3)","(1, 2)"
4151.jpg,"(1, 3)","(1, 4)","(2, 1)","(1, 2)","(3, 1)","(0, 0)","(3, 2)","(0, 4)","(0, 2)","(4, 2)","(0, 0)","(3, 2)","(0, 4)","(0, 2)","(4, 2)","(0, 4)","(2, 2)","(0, 3)","(4, 1)","(0, 0)","(0, 0)","(0, 0)","(2, 3)","(4, 3)","(4, 4)"
